Leitungsfunktion;Status seit;Eigentum;Teilnetz;Druckzone;Bauart;Vorschieber;Leistung (m³/h);Bemerkung;Nennweite DN [mm];Nenndruck (PN);Verbindungsart;Einbaujahr;Postleitzahl;Gemeindename;Ortsteilname;Straßenname;Strassenschlüssel;Hausnr;Hausnr-Ergänzung;Gebäudelage;Gebäudenutzung;Name I;Name II;Benutzeridentifikation;WA Leitungsabschnitt;X B Position ETRS89 Zone 32;Y B Position ETRS89 Zone 32;X B Punkt AW ETRS89 Zone 32;Y B Punkt AW ETRS89 Zone 32;Id;Latitude;Longitude;;
Versorgungsleitung;15.09.05;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;106,5;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2005;90475;Nürnberg;Altenfurt;Altenfurter Str.;500241300001;49;b;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2005;80";"(UH) Unterflurhydrant;N-ERGIE;12613862;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Altenfurter Str.;49 b;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;15.09.2005;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.000 m;0.726 m;BP:OK ÜP:OK  NL:OK ;;;";657807.044 m;5474798.325 m;;;12613862;49.405394;11.175316;;
Hydrantenleitung;30.04.13;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;;;80;PN 16;(Fl) Flansch;2013;90475;Nürnberg;Fischbach;Zum Schüsselstein;511632600001;12;;;;"VW;Hydrantenleitung;in Betrieb;30.04.2013;100";"(UH) Unterflurhydrant;N-ERGIE;23722710;(37)Fischbach";"Nürnberg;Fischbach;Zum Schüsselstein;12;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1979;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;2.000 m;2.000 m;BP:OK ÜP:OK  NL:OK ;;;";659074.017 m;5476579.506 m;;;23722710;49.421074;11.193481;;
Hydrantenleitung;;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;( ) Gartenhydrant;ja;;;40;PN 16;unbekannt;;90475;Nürnberg;Altenfurt;Saganer Str.;509149200006;;;;;"VW;Hydrantenleitung;in Betrieb;;40";"( ) Gartenhydrant;N-ERGIE;2690522;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Saganer Str.;;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1935;(HOB) Hoher Bühl;(St) Stahl;40;PN 16;3.667 m;3.667 m;BP:OK ÜP:N.OK  NL:OK ;;;";656916.400 m;5476031.788 m;;;2690522;49.416711;11.163536;;
Versorgungsleitung;01.01.88;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;53,25;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1988;90475;Nürnberg;Fischbach;Tiefe Brücke;510380800001;6;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1988;80";"(OH) Überflurhydrant;N-ERGIE;2793980;(37)Fischbach";"Nürnberg;Fischbach;Tiefe Brücke;6;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1988;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.500 m;2.298 m;BP:OK ÜP:OK  NL:OK ;;;";658010.604 m;5477054.006 m;;;2793980;49.425616;11.179018;;
Versorgungsleitung;26.09.19;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2019;90475;Nürnberg;Altenfurt;Reußstr.;508798200006;8;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;26.09.2019;100";"(UH) Unterflurhydrant;N-ERGIE;30049739;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Reußstr.;8;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;41.100 m;41.174 m;BP:OK ÜP:N.OK  NL:OK ;;;";657451.402 m;5474627.938 m;;;30049739;49.403955;11.170350;;
Hydrantenleitung;01.01.00;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;250,5;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;2000;90475;Nürnberg;Altenfurt;Sprottauer Str.;509874100004;22;;;Verwaltung, Büro;"VW;Hydrantenleitung;in Betrieb;01.01.2000;100";"(OH) Überflurhydrant;N-ERGIE;4135358;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Sprottauer Str.;22;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.2000;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;2.183 m;1.981 m;BP:OK ÜP:OK  NL:OK ;;;";657150.135 m;5475774.019 m;;;4135358;49.414334;11.166654;;
Versorgungsleitung;01.01.86;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;47,156;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1986;90475;Nürnberg;Fischbach;Flachsröststr.;503431400001;8;b;;;"VW;Versorgungsleitung;in Betrieb;01.01.1986;100";"(UH) Unterflurhydrant;N-ERGIE;2811085;(37)Fischbach";"Nürnberg;Fischbach;Flachsröststr.;8 b;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1986;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;102.600 m;101.936 m;BP:OK ÜP:N.OK  NL:OK ;;;";658959.491 m;5477337.598 m;;;2811085;49.427918;11.192207;;
Versorgungsleitung;01.01.91;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;113,625;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1991;90475;Nürnberg;Moorenbrunn;Villacher Str.;510720700006;61;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1991;200";"(UH) Unterflurhydrant;N-ERGIE;1917747;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Villacher Str.;61;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;200;PN 10;63.500 m;63.450 m;BP:OK ÜP:N.OK  NL:OK ;;;";657547.361 m;5473864.840 m;;;1917747;49.397071;11.171369;;
Versorgungsleitung;01.01.93;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;101,25;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1993;90475;Nürnberg;Altenfurt;Hermann-Kolb-Str.;504784900002;14;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1993;100";"(UH) Unterflurhydrant;N-ERGIE;1964978;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Hermann-Kolb-Str.;14;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;33.400 m;33.649 m;BP:OK ÜP:OK  NL:OK ;;;";658097.264 m;5474467.467 m;;;1964978;49.402345;11.179182;;
Versorgungsleitung;05.07.22;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2022;90475;Nürnberg;Moorenbrunn;Gutshofstr.;504233000002;70;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;05.07.2022;80";"(UH) Unterflurhydrant;N-ERGIE;32315919;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Gutshofstr.;70;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;80;PN 10;2.500 m;2.231 m;BP:OK ÜP:OK  NL:OK ;;;";657391.625 m;5473780.000 m;;;32315919;49.396348;11.169191;;
Hydrantenleitung;25.11.14;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;;;100;PN 16;(Fl) Flansch;2014;90475;Nürnberg;Altenfurt;Oelser Str.;508036200004;8914;;;Hydrant;"VW;Hydrantenleitung;in Betrieb;01.01.2014;100";"(OH) Überflurhydrant;N-ERGIE;25277239;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Oelser Str.;8914;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;25.11.2014;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;0.100 m;1.686 m;BP:OK ÜP:OK  NL:OK ;;;";656341.601 m;5475750.849 m;;;25277239;49.414334;11.155506;;
Versorgungsleitung;04.11.04;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;54,281;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2004;90475;Nürnberg;Fischbach;Bärenbühlgraben;502361100001;57;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2004;80";"(UH) Unterflurhydrant;N-ERGIE;12393426;(37)Fischbach";"Nürnberg;Fischbach;Bärenbühlgraben;57;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;04.11.2004;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.900 m;1.512 m;BP:OK ÜP:OK  NL:OK ;;;";658357.637 m;5477121.973 m;;;12393426;49.426137;11.183827;;
Versorgungsleitung;01.01.99;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;66,375;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1999;90475;Nürnberg;Fischbach;Tolstoistr.;510412300006;47;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1999;80";"(UH) Unterflurhydrant;N-ERGIE;3811531;(37)Fischbach";"Nürnberg;Fischbach;Tolstoistr.;47;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1999;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;41.500 m;41.530 m;BP:OK ÜP:OK  NL:OK ;;;";658918.414 m;5475986.605 m;;;3811531;49.415786;11.191100;;
Versorgungsleitung;02.10.19;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2019;90475;Nürnberg;Moorenbrunn;Krainer Str.;506508400003;21;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;02.10.2019;100";"(UH) Unterflurhydrant;N-ERGIE;30050427;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Krainer Str.;21;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;100;PN 10;34.300 m;33.648 m;BP:OK ÜP:OK  NL:OK ;;;";657207.509 m;5473819.636 m;;;30050427;49.396752;11.166671;;
Versorgungsleitung;21.05.13;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;148,5;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2013;90475;Nürnberg;Fischbach;Fischbacher Hauptstr.;503411700001;217;;;landwirts. Gebäude;"VW;Versorgungsleitung;in Betrieb;21.05.2013;100";"(UH) Unterflurhydrant;N-ERGIE;23748858;(37)Fischbach";"Nürnberg;Fischbach;Fischbacher Hauptstr.;217;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;22.100 m;22.351 m;BP:OK ÜP:N.OK  NL:OK ;;;";659232.873 m;5476387.222 m;;;23748858;49.419304;11.195593;;
Versorgungsleitung;26.10.05;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;67,125;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2005;90475;Nürnberg;Fischbach;Flachsröststr.;503431400001;77;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;26.10.2005;80";"(UH) Unterflurhydrant;N-ERGIE;12753227;(37)Fischbach";"Nürnberg;Fischbach;Flachsröststr.;77;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;26.10.2005;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.600 m;1.800 m;BP:OK ÜP:OK  NL:OK ;;;";658110.040 m;5477261.422 m;;;12753227;49.427455;11.180471;;
Hydrantenleitung;04.06.13;N-ERGIE;(35)Langwasser Süd;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;;;80;PN 16;(Fl) Flansch;2013;90475;Nürnberg;Moorenbrunn;Gleiwitzer Str.;503939100038;8967;;;Hydrant;"VW;Hydrantenleitung;in Betrieb;04.06.2013;100";"(OH) Überflurhydrant;N-ERGIE;23775531;(35)Langwasser Süd";"Nürnberg;Moorenbrunn;Gleiwitzer Str.;8967;";"VW;Hydrantenleitung;(35)Langwasser Süd;in Betrieb;01.01.1936;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;7.100 m;8.104 m;BP:OK ÜP:N.OK  NL:OK ;;;";656818.939 m;5473992.382 m;;;23775531;49.398405;11.161388;;
Versorgungsleitung;01.01.49;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;127,125;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1949;90475;Nürnberg;Altenfurt;Altenfurter Str.;500241300001;34;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1949;150";"(UH) Unterflurhydrant;N-ERGIE;1971355;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Altenfurter Str.;34;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;150;PN 10;35.700 m;32.094 m;BP:OK ÜP:OK  NL:OK ;;;";657675.909 m;5474990.836 m;;;1971355;49.407158;11.173586;;
Hydrantenleitung;13.11.17;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;;;80;PN 16;(Fl) Flansch;2017;90475;Nürnberg;Fischbach;Bärenbühlgraben;502361100001;26;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;13.11.2017;80";"(UH) Unterflurhydrant;N-ERGIE;28263029;(37)Fischbach";"Nürnberg;Fischbach;Bärenbühlgraben;26;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.2003;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.358 m;1.321 m;BP:OK ÜP:OK  NL:OK ;;;";658719.905 m;5477111.082 m;;;28263029;49.425945;11.188815;;
Hydrantenleitung;01.01.79;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;273;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1979;90475;Nürnberg;Altenfurt;Löwenberger Str.;506731000004;18;a;;Geschäft,Gewerbe;"VW;Hydrantenleitung;in Betrieb;01.01.1979;100";"(OH) Überflurhydrant;N-ERGIE;2685647;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Löwenberger Str.;18 a;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1979;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;2.236 m;2.237 m;BP:OK ÜP:OK  NL:OK ;;;";657340.386 m;5475280.682 m;;;2685647;49.409850;11.169079;;
Hydrantenleitung;;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;194,438;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;2004;90475;Nürnberg;Altenfurt;Saganer Str.;509149200006;2;a;;Verwaltung, Büro;"VW;Hydrantenleitung;in Betrieb;01.01.2004;100";"(OH) Überflurhydrant;N-ERGIE;2682940;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Saganer Str.;2 a;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1978;(HOB) Hoher Bühl;(St) Stahl ZM;100;PN 16;3.200 m;3.167 m;BP:OK ÜP:OK  NL:OK ;;;";656477.266 m;5475653.321 m;;;2682940;49.413422;11.157336;;
Versorgungsleitung;10.06.15;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;150;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2015;90475;Nürnberg;Altenfurt;Welfenstr.;511088800017;8;a;Vordergebäude 1;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;10.06.2015;100";"(OH) Überflurhydrant;N-ERGIE;25945360;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Welfenstr.;8 a;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;10.06.2015;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;0.500 m;1.382 m;BP:OK ÜP:OK  NL:OK ;;;";657948.315 m;5474781.138 m;;;25945360;49.405203;11.177255;;
Versorgungsleitung;22.07.08;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;106,875;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2008;90475;Nürnberg;Moorenbrunn;Rupert-Mayer-Str.;509067300003;9;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2008;80";"(OH) Überflurhydrant;N-ERGIE;1951429;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Rupert-Mayer-Str.;9;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;02.09.2010;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen;80;PN 16;1.600 m;2.202 m;BP:OK ÜP:OK  NL:OK ;;;";657830.849 m;5473687.193 m;;;1951429;49.395400;11.175203;;
Hydrantenleitung;01.01.01;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;( ) Gartenhydrant;nein;;;40;PN 16;unbekannt;1935;90475;Nürnberg;Altenfurt;Raudtener Str.;508678400001;;;;;"VW;Hydrantenleitung;in Betrieb;01.01.1935;40";"( ) Gartenhydrant;N-ERGIE;2683432;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Raudtener Str.;;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1935;(HOB) Hoher Bühl;(St) Stahl;40;PN 16;1.500 m;1.500 m;BP:OK ÜP:N.OK  NL:OK ;;;";656793.887 m;5475569.210 m;;;2683432;49.412585;11.161665;;
Versorgungsleitung;06.06.13;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;97,875;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2013;90475;Nürnberg;Altenfurt;Altenfurter Str.;500241300001;24;c;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;17.12.2013;150";"(UH) Unterflurhydrant;N-ERGIE;24540896;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Altenfurter Str.;24 c;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;150;PN 10;50.000 m;51.204 m;BP:OK ÜP:OK  NL:OK ;;;";657638.075 m;5475086.011 m;;;24540896;49.408024;11.173103;;
Versorgungsleitung;01.01.84;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;229,125;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1984;90475;Nürnberg;Altenfurt;Habsburgerstr.;504316700011;2;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1984;100";"(OH) Überflurhydrant;N-ERGIE;1945061;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Habsburgerstr.;2;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1984;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;2.600 m;2.661 m;BP:OK ÜP:OK  NL:OK ;;;";657269.559 m;5475179.580 m;;;1945061;49.408960;11.168064;;
Hydrantenleitung;01.01.49;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;158,25;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1949;90475;Nürnberg;Altenfurt;Hohenzollernstr.;505024300034;55;;;Mehrfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1949;100";"(OH) Überflurhydrant;N-ERGIE;1958910;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Hohenzollernstr.;55;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;2.500 m;1.190 m;BP:OK ÜP:OK  NL:OK ;;;";657867.902 m;5474226.677 m;;;1958910;49.400240;11.175927;;
Versorgungsleitung;13.04.16;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2016;90475;Nürnberg;Moorenbrunn;Salzachstr.;509164000007;1;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;13.04.2016;100";"(UH) Unterflurhydrant;N-ERGIE;26554449;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Salzachstr.;1;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;100;PN 10;0.700 m;1.500 m;BP:OK ÜP:OK  NL:OK ;;;";657759.663 m;5474053.217 m;;;26554449;49.398709;11.174368;;
Versorgungsleitung;01.01.99;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;122,25;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1999;90475;Nürnberg;Fischbach;Puschkinstr.;508558400008;28;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1999;80";"(OH) Überflurhydrant;N-ERGIE;3813744;(37)Fischbach";"Nürnberg;Fischbach;Puschkinstr.;28;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1999;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;4.500 m;7.138 m;BP:OK ÜP:OK  NL:OK ;;;";658739.975 m;5476168.796 m;;;3813744;49.417470;11.188714;;
Versorgungsleitung;01.01.98;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;87,188;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1998;90475;Nürnberg;Fischbach;Tolstoistr.;510412300006;10;;;Gewerbe und Wohnen;"VW;Versorgungsleitung;in Betrieb;01.01.1998;80";"(OH) Überflurhydrant;N-ERGIE;2788912;(37)Fischbach";"Nürnberg;Fischbach;Tolstoistr.;10;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;80;PN 10;8.600 m;10.304 m;BP:OK ÜP:OK  NL:OK ;;;";659032.471 m;5476396.045 m;;;2788912;49.419436;11.192835;;
Hydrantenleitung;02.09.10;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;114;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2010;90475;Nürnberg;Moorenbrunn;Bonifatiusstr.;502056500021;6;;;Zweifamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2010;80";"(OH) Überflurhydrant;N-ERGIE;21632557;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Bonifatiusstr.;6;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;02.09.2010;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.400 m;2.148 m;BP:OK ÜP:OK  NL:OK ;;;";657831.111 m;5473803.173 m;;;21632557;49.396443;11.175252;;
Versorgungsleitung;06.06.19;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2019;90475;Nürnberg;Moorenbrunn;Villacher Str.;510720700006;28;a;;;"VW;Versorgungsleitung;in Betrieb;06.06.2019;200";"(UH) Unterflurhydrant;N-ERGIE;29743344;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Villacher Str.;28 a;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;200;PN 10;28.700 m;28.397 m;BP:OK ÜP:OK  NL:OK ;;;";657337.465 m;5473806.644 m;;;29743344;49.396602;11.168455;;
Versorgungsleitung;27.04.21;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2021;90475;Nürnberg;Altenfurt;Karl-Hertel-Str.;505972200001;48;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;27.04.2021;100";"(UH) Unterflurhydrant;N-ERGIE;31842643;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Karl-Hertel-Str.;48;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;27.04.2021;(HOB) Hoher Bühl;125*11,4 PE-100-RC;100;PN 10;181.500 m;181.581 m;BP:OK ÜP:N.OK  NL:OK ;;;";657935.666 m;5475120.633 m;;;31842643;49.408258;11.177216;;
Versorgungsleitung;15.09.04;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;143,625;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2004;90475;Nürnberg;Altenfurt;Saganer Str.;509149200006;33;;;Fabrik,Industrie;"VW;Versorgungsleitung;in Betrieb;01.01.2004;100";"(OH) Überflurhydrant;N-ERGIE;2689758;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Saganer Str.;33;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1935;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;15.200 m;15.151 m;BP:OK ÜP:OK  NL:OK ;;;";656708.597 m;5475874.772 m;;;2689758;49.415353;11.160611;;
